changepoint_prior_scale,seasonality_prior_scale,holidays_prior_scale,changepoint_range,seasonality_mode,yearly_seasonality,rmse,mape,mae,num_cutoffs
0.1,5.0,0.01,0.95,additive,True,297.0770120024215,0.10656122231020251,226.77183418636565,14
0.1,0.01,10.0,0.8,additive,True,297.2493837184241,0.1071938247276147,229.1505061669449,14
0.1,0.01,0.1,0.8,additive,True,297.2493837184241,0.1071938247276147,229.1505061669449,14
0.1,0.01,0.01,0.8,additive,True,297.2493837184241,0.1071938247276147,229.1505061669449,14
0.1,0.01,5.0,0.8,additive,True,297.2493837184241,0.1071938247276147,229.1505061669449,14
0.1,0.01,1.0,0.8,additive,True,297.2493837184241,0.1071938247276147,229.1505061669449,14
0.1,5.0,5.0,0.85,additive,True,302.7040670962622,0.1079346281922686,228.75296492223492,14
0.1,5.0,0.1,0.85,additive,True,302.7040670962622,0.1079346281922686,228.75296492223492,14
0.1,5.0,0.01,0.85,additive,True,302.7040670962622,0.1079346281922686,228.75296492223492,14
0.1,5.0,10.0,0.85,additive,True,302.7040670962622,0.1079346281922686,228.75296492223492,14
0.1,5.0,1.0,0.85,additive,True,302.7040670962622,0.1079346281922686,228.75296492223492,14
0.1,5.0,10.0,0.9,additive,True,306.6337917495743,0.10877753375356088,230.2742310056771,14
0.1,5.0,1.0,0.9,additive,True,306.6337917495743,0.10877753375356088,230.2742310056771,14
0.1,5.0,0.1,0.9,additive,True,306.6337917495743,0.10877753375356088,230.2742310056771,14
0.1,5.0,0.01,0.9,additive,True,306.6337917495743,0.10877753375356088,230.2742310056771,14
0.1,5.0,5.0,0.9,additive,True,306.6337917495743,0.10877753375356088,230.2742310056771,14
0.1,1.0,0.1,0.8,additive,True,301.7897621282606,0.11047750042700222,234.5553836874904,14
0.1,1.0,0.01,0.8,additive,True,301.7897621282606,0.11047750042700222,234.5553836874904,14
0.1,1.0,10.0,0.8,additive,True,301.7897621282606,0.11047750042700222,234.5553836874904,14
0.1,1.0,5.0,0.8,additive,True,301.7897621282606,0.11047750042700222,234.5553836874904,14
0.1,1.0,1.0,0.8,additive,True,301.7897621282606,0.11047750042700222,234.5553836874904,14
0.1,5.0,10.0,0.8,additive,True,312.29952940379803,0.11367756189099767,241.50025366098558,14
0.1,5.0,1.0,0.8,additive,True,312.29952940379803,0.11367756189099767,241.50025366098558,14
0.1,5.0,0.1,0.8,additive,True,312.29952940379803,0.11367756189099767,241.50025366098558,14
0.1,5.0,5.0,0.8,additive,True,312.29952940379803,0.11367756189099767,241.50025366098558,14
0.1,5.0,0.01,0.8,additive,True,312.29952940379803,0.11367756189099767,241.50025366098558,14
0.1,10.0,0.01,0.8,additive,True,310.7209315448338,0.114016348892919,241.69259625152208,14
0.1,10.0,10.0,0.8,additive,True,310.7209315448338,0.114016348892919,241.69259625152208,14
0.1,10.0,1.0,0.8,additive,True,310.7209315448338,0.114016348892919,241.69259625152208,14
0.1,10.0,5.0,0.8,additive,True,310.7209315448338,0.114016348892919,241.69259625152208,14
0.1,10.0,0.1,0.8,additive,True,310.7209315448338,0.114016348892919,241.69259625152208,14
0.5,5.0,1.0,0.85,additive,True,321.2149251848466,0.11549263152297268,248.72023867873742,14
0.5,5.0,5.0,0.85,additive,True,321.2149251848466,0.11549263152297268,248.72023867873742,14
0.5,5.0,10.0,0.85,additive,True,321.2149251848466,0.11549263152297268,248.72023867873742,14
0.5,5.0,0.01,0.85,additive,True,321.2149251848466,0.11549263152297268,248.72023867873742,14
0.5,5.0,0.1,0.85,additive,True,321.2149251848466,0.11549263152297268,248.72023867873742,14
0.5,0.01,0.01,0.95,additive,True,323.44786639437746,0.11706153996489005,257.9923411707311,14
0.5,0.01,0.1,0.95,additive,True,323.44786639437746,0.11706153996489005,257.9923411707311,14
0.5,0.01,10.0,0.95,additive,True,323.44786639437746,0.11706153996489005,257.9923411707311,14
0.5,0.01,5.0,0.95,additive,True,323.44786639437746,0.11706153996489005,257.9923411707311,14
0.5,0.01,1.0,0.95,additive,True,323.44786639437746,0.11706153996489005,257.9923411707311,14
0.1,10.0,5.0,0.95,additive,True,335.150807876408,0.11749321997777745,249.58441926422375,14
0.1,10.0,1.0,0.95,additive,True,335.150807876408,0.11749321997777745,249.58441926422375,14
0.1,10.0,0.1,0.95,additive,True,335.150807876408,0.11749321997777745,249.58441926422375,14
0.1,10.0,0.01,0.95,additive,True,335.150807876408,0.11749321997777745,249.58441926422375,14
0.1,10.0,10.0,0.95,additive,True,335.150807876408,0.11749321997777745,249.58441926422375,14
0.05,0.01,5.0,0.95,additive,True,315.90687067211155,0.11821516423958013,256.27044092320875,14
0.05,0.01,10.0,0.95,additive,True,315.90687067211155,0.11821516423958013,256.27044092320875,14
0.05,0.01,0.1,0.95,additive,True,315.90687067211155,0.11821516423958013,256.27044092320875,14
0.05,0.01,1.0,0.95,additive,True,315.90687067211155,0.11821516423958013,256.27044092320875,14
0.05,0.01,0.01,0.95,additive,True,315.90687067211155,0.11821516423958013,256.27044092320875,14
0.05,0.01,0.1,0.8,additive,True,309.7740881903506,0.11824179585085261,255.96187404537727,14
0.05,0.01,1.0,0.8,additive,True,309.7740881903506,0.11824179585085261,255.96187404537727,14
0.05,0.01,5.0,0.8,additive,True,309.7740881903506,0.11824179585085261,255.96187404537727,14
0.05,0.01,10.0,0.8,additive,True,309.7740881903506,0.11824179585085261,255.96187404537727,14
0.05,0.01,0.01,0.8,additive,True,309.7740881903506,0.11824179585085261,255.96187404537727,14
0.05,0.01,5.0,0.9,additive,True,315.7897489168167,0.11837569512815407,256.52003462304265,14
0.05,0.01,0.01,0.9,additive,True,315.7897489168167,0.11837569512815407,256.52003462304265,14
0.05,0.01,1.0,0.9,additive,True,315.7897489168167,0.11837569512815407,256.52003462304265,14
0.05,0.01,10.0,0.9,additive,True,315.7897489168167,0.11837569512815407,256.52003462304265,14
0.05,0.01,0.1,0.9,additive,True,315.7897489168167,0.11837569512815407,256.52003462304265,14
0.05,0.01,5.0,0.85,additive,True,323.1057134601195,0.12248643663631899,266.2630507892347,14
0.05,0.01,10.0,0.85,additive,True,323.1057134601195,0.12248643663631899,266.2630507892347,14
0.05,0.01,0.1,0.85,additive,True,323.1057134601195,0.12248643663631899,266.2630507892347,14
0.05,0.01,0.01,0.85,additive,True,323.1057134601195,0.12248643663631899,266.2630507892347,14
0.05,0.01,1.0,0.85,additive,True,323.1057134601195,0.12248643663631899,266.2630507892347,14
0.05,5.0,10.0,0.95,additive,True,327.254705827484,0.12372059625198034,265.24057940013836,14
0.05,5.0,5.0,0.95,additive,True,327.254705827484,0.12372059625198034,265.24057940013836,14
0.05,5.0,1.0,0.95,additive,True,327.254705827484,0.12372059625198034,265.24057940013836,14
0.05,5.0,0.01,0.95,additive,True,327.254705827484,0.12372059625198034,265.24057940013836,14
0.05,5.0,0.1,0.95,additive,True,327.254705827484,0.12372059625198034,265.24057940013836,14
0.05,1.0,0.1,0.9,additive,True,335.27101500904797,0.1240181739473191,265.68792682188825,14
0.05,1.0,10.0,0.9,additive,True,335.27101500904797,0.1240181739473191,265.68792682188825,14
0.05,1.0,0.01,0.9,additive,True,335.27101500904797,0.1240181739473191,265.68792682188825,14
0.05,1.0,1.0,0.9,additive,True,335.27101500904797,0.1240181739473191,265.68792682188825,14
0.05,1.0,5.0,0.9,additive,True,335.27101500904797,0.1240181739473191,265.68792682188825,14
0.05,5.0,1.0,0.8,additive,True,327.28567470885315,0.12403265636855516,265.8824324844407,14
0.05,5.0,0.1,0.8,additive,True,327.28567470885315,0.12403265636855516,265.8824324844407,14
0.05,5.0,0.01,0.8,additive,True,327.28567470885315,0.12403265636855516,265.8824324844407,14
0.05,5.0,10.0,0.8,additive,True,327.28567470885315,0.12403265636855516,265.8824324844407,14
0.05,5.0,5.0,0.8,additive,True,327.28567470885315,0.12403265636855516,265.8824324844407,14
0.05,10.0,0.01,0.9,additive,True,341.9135619855466,0.12532705788569093,268.53296160221,14
0.05,10.0,0.1,0.9,additive,True,341.9135619855466,0.12532705788569093,268.53296160221,14
0.05,10.0,10.0,0.9,additive,True,341.9135619855466,0.12532705788569093,268.53296160221,14
0.05,10.0,5.0,0.9,additive,True,341.9135619855466,0.12532705788569093,268.53296160221,14
0.05,10.0,1.0,0.9,additive,True,341.9135619855466,0.12532705788569093,268.53296160221,14
0.05,0.1,5.0,0.95,additive,True,347.4421630740641,0.1267813247811843,273.7335295618031,14
0.05,0.1,1.0,0.95,additive,True,347.4421630740641,0.1267813247811843,273.7335295618031,14
0.05,0.1,10.0,0.95,additive,True,347.4421630740641,0.1267813247811843,273.7335295618031,14
0.05,0.1,0.01,0.95,additive,True,347.4421630740641,0.1267813247811843,273.7335295618031,14
0.05,0.1,0.1,0.95,additive,True,347.4421630740641,0.1267813247811843,273.7335295618031,14
0.5,0.1,5.0,0.85,additive,True,343.51200198691754,0.12698481352653865,271.1010781994002,14
0.5,0.1,0.1,0.85,additive,True,343.51200198691754,0.12698481352653865,271.1010781994002,14
0.5,0.1,1.0,0.85,additive,True,343.51200198691754,0.12698481352653865,271.1010781994002,14
0.5,0.1,0.01,0.85,additive,True,343.51200198691754,0.12698481352653865,271.1010781994002,14
0.5,0.1,10.0,0.85,additive,True,343.51200198691754,0.12698481352653865,271.1010781994002,14
0.05,10.0,1.0,0.85,additive,True,335.76108134087417,0.12708503416623604,273.70927931043633,14
0.05,10.0,5.0,0.85,additive,True,335.76108134087417,0.12708503416623604,273.70927931043633,14
0.05,10.0,10.0,0.85,additive,True,335.76108134087417,0.12708503416623604,273.70927931043633,14
0.05,10.0,0.01,0.85,additive,True,335.76108134087417,0.12708503416623604,273.70927931043633,14
0.05,10.0,0.1,0.85,additive,True,335.76108134087417,0.12708503416623604,273.70927931043633,14
0.05,0.1,1.0,0.9,additive,True,340.96938610057947,0.12859030441292388,277.7499332444814,14
0.05,0.1,5.0,0.9,additive,True,340.96938610057947,0.12859030441292388,277.7499332444814,14
0.05,0.1,10.0,0.9,additive,True,340.96938610057947,0.12859030441292388,277.7499332444814,14
0.05,0.1,0.01,0.9,additive,True,340.96938610057947,0.12859030441292388,277.7499332444814,14
0.05,0.1,0.1,0.9,additive,True,340.96938610057947,0.12859030441292388,277.7499332444814,14
0.05,5.0,10.0,0.9,additive,True,346.9228631158791,0.1287178439771581,276.3686987445504,14
0.05,5.0,1.0,0.9,additive,True,346.9228631158791,0.1287178439771581,276.3686987445504,14
0.05,5.0,5.0,0.9,additive,True,346.9228631158791,0.1287178439771581,276.3686987445504,14
0.05,5.0,0.01,0.9,additive,True,346.9228631158791,0.1287178439771581,276.3686987445504,14
0.05,5.0,0.1,0.9,additive,True,346.9228631158791,0.1287178439771581,276.3686987445504,14
0.05,1.0,1.0,0.8,additive,True,333.7212040080966,0.1287383307786813,276.88721115799825,14
0.05,1.0,0.1,0.8,additive,True,333.7212040080966,0.1287383307786813,276.88721115799825,14
0.05,1.0,10.0,0.8,additive,True,333.7212040080966,0.1287383307786813,276.88721115799825,14
0.05,1.0,5.0,0.8,additive,True,333.7212040080966,0.1287383307786813,276.88721115799825,14
0.05,1.0,0.01,0.8,additive,True,333.7212040080966,0.1287383307786813,276.88721115799825,14
0.05,0.1,0.1,0.85,additive,True,344.075263488028,0.1288762322669223,278.12094994212345,14
0.05,0.1,10.0,0.85,additive,True,344.075263488028,0.1288762322669223,278.12094994212345,14
0.05,0.1,0.01,0.85,additive,True,344.075263488028,0.1288762322669223,278.12094994212345,14
0.05,0.1,5.0,0.85,additive,True,344.075263488028,0.1288762322669223,278.12094994212345,14
0.05,0.1,1.0,0.85,additive,True,344.075263488028,0.1288762322669223,278.12094994212345,14
0.05,1.0,10.0,0.85,additive,True,340.2652637502302,0.12936145444900218,278.6328816305523,14
0.05,1.0,0.1,0.85,additive,True,340.2652637502302,0.12936145444900218,278.6328816305523,14
0.05,1.0,1.0,0.85,additive,True,340.2652637502302,0.12936145444900218,278.6328816305523,14
0.05,1.0,0.01,0.85,additive,True,340.2652637502302,0.12936145444900218,278.6328816305523,14
0.05,1.0,5.0,0.85,additive,True,340.2652637502302,0.12936145444900218,278.6328816305523,14
0.05,10.0,0.1,0.8,additive,True,340.92569618265316,0.13039426076044972,280.80983214452266,14
0.05,10.0,1.0,0.8,additive,True,340.92569618265316,0.13039426076044972,280.80983214452266,14
0.05,10.0,0.01,0.8,additive,True,340.92569618265316,0.13039426076044972,280.80983214452266,14
0.05,10.0,10.0,0.8,additive,True,340.92569618265316,0.13039426076044972,280.80983214452266,14
0.05,10.0,5.0,0.8,additive,True,340.92569618265316,0.13039426076044972,280.80983214452266,14
0.05,10.0,0.01,0.95,additive,True,353.07089512674173,0.1315248418444139,283.09434957655645,14
0.05,10.0,1.0,0.95,additive,True,353.07089512674173,0.1315248418444139,283.09434957655645,14
0.05,10.0,5.0,0.95,additive,True,353.07089512674173,0.1315248418444139,283.09434957655645,14
0.05,10.0,0.1,0.95,additive,True,353.07089512674173,0.1315248418444139,283.09434957655645,14
0.05,10.0,10.0,0.95,additive,True,353.07089512674173,0.1315248418444139,283.09434957655645,14
0.5,0.1,0.1,0.9,additive,True,400.09525075340076,0.13259770190916756,282.94887933677376,14
0.5,0.1,10.0,0.9,additive,True,400.09525075340076,0.13259770190916756,282.94887933677376,14
0.5,0.1,1.0,0.9,additive,True,400.09525075340076,0.13259770190916756,282.94887933677376,14
0.5,0.1,5.0,0.9,additive,True,400.09525075340076,0.13259770190916756,282.94887933677376,14
0.5,0.1,0.01,0.9,additive,True,400.09525075340076,0.13259770190916756,282.94887933677376,14
0.05,0.1,5.0,0.8,additive,True,355.93928506774245,0.13394084097503073,288.1986138226684,14
0.05,0.1,1.0,0.8,additive,True,355.93928506774245,0.13394084097503073,288.1986138226684,14
0.05,0.1,0.01,0.8,additive,True,355.93928506774245,0.13394084097503073,288.1986138226684,14
0.05,0.1,10.0,0.8,additive,True,355.93928506774245,0.13394084097503073,288.1986138226684,14
0.05,0.1,0.1,0.8,additive,True,355.93928506774245,0.13394084097503073,288.1986138226684,14
0.05,5.0,0.1,0.85,additive,True,369.9937410112386,0.1350115906173861,290.4388628032128,14
0.05,5.0,10.0,0.85,additive,True,369.9937410112386,0.1350115906173861,290.4388628032128,14
0.05,5.0,0.01,0.85,additive,True,369.9937410112386,0.1350115906173861,290.4388628032128,14
0.05,5.0,1.0,0.85,additive,True,369.9937410112386,0.1350115906173861,290.4388628032128,14
0.05,5.0,5.0,0.85,additive,True,369.9937410112386,0.1350115906173861,290.4388628032128,14
0.05,1.0,1.0,0.95,additive,True,369.92874432863346,0.13650706439096338,292.4042323669623,14
0.05,1.0,0.01,0.95,additive,True,369.92874432863346,0.13650706439096338,292.4042323669623,14
0.05,1.0,10.0,0.95,additive,True,369.92874432863346,0.13650706439096338,292.4042323669623,14
0.05,1.0,5.0,0.95,additive,True,369.92874432863346,0.13650706439096338,292.4042323669623,14
0.05,1.0,0.1,0.95,additive,True,369.92874432863346,0.13650706439096338,292.4042323669623,14
0.5,5.0,10.0,0.8,additive,True,406.30181681494605,0.1370003053020068,289.17290188719846,14
0.5,5.0,1.0,0.8,additive,True,406.30181681494605,0.1370003053020068,289.17290188719846,14
0.5,5.0,0.01,0.8,additive,True,406.30181681494605,0.1370003053020068,289.17290188719846,14
0.5,5.0,0.1,0.8,additive,True,406.30181681494605,0.1370003053020068,289.17290188719846,14
0.5,5.0,5.0,0.8,additive,True,406.30181681494605,0.1370003053020068,289.17290188719846,14
0.1,1.0,0.1,0.95,additive,True,382.34419078342466,0.13708363579958896,289.09698703356133,14
0.1,1.0,10.0,0.95,additive,True,382.34419078342466,0.13708363579958896,289.09698703356133,14
0.1,1.0,0.01,0.95,additive,True,382.34419078342466,0.13708363579958896,289.09698703356133,14
0.1,1.0,5.0,0.95,additive,True,382.34419078342466,0.13708363579958896,289.09698703356133,14
0.1,1.0,1.0,0.95,additive,True,382.34419078342466,0.13708363579958896,289.09698703356133,14
0.5,10.0,5.0,0.8,additive,True,413.2530724382863,0.13731078031314434,289.70790719662483,14
0.5,10.0,10.0,0.8,additive,True,413.2530724382863,0.13731078031314434,289.70790719662483,14
0.5,10.0,0.1,0.8,additive,True,413.2530724382863,0.13731078031314434,289.70790719662483,14
0.5,10.0,1.0,0.8,additive,True,413.2530724382863,0.13731078031314434,289.70790719662483,14
0.5,10.0,0.01,0.8,additive,True,413.2530724382863,0.13731078031314434,289.70790719662483,14
0.5,1.0,0.01,0.95,additive,True,386.1165927200271,0.13899148100634875,300.97483904867295,14
0.5,1.0,1.0,0.95,additive,True,386.1165927200271,0.13899148100634875,300.97483904867295,14
0.5,1.0,10.0,0.95,additive,True,386.1165927200271,0.13899148100634875,300.97483904867295,14
0.5,1.0,0.1,0.95,additive,True,386.1165927200271,0.13899148100634875,300.97483904867295,14
0.5,1.0,5.0,0.95,additive,True,386.1165927200271,0.13899148100634875,300.97483904867295,14
0.5,1.0,1.0,0.9,additive,True,443.06650514935313,0.1458778246126605,313.6181389427345,14
0.5,1.0,10.0,0.9,additive,True,443.06650514935313,0.1458778246126605,313.6181389427345,14
0.5,1.0,0.01,0.9,additive,True,443.06650514935313,0.1458778246126605,313.6181389427345,14
0.5,1.0,5.0,0.9,additive,True,443.06650514935313,0.1458778246126605,313.6181389427345,14
0.5,1.0,0.1,0.9,additive,True,443.06650514935313,0.1458778246126605,313.6181389427345,14
0.5,1.0,10.0,0.8,additive,True,425.8948465271517,0.14622995775555653,308.5178254527726,14
0.5,1.0,0.1,0.8,additive,True,425.8948465271517,0.14622995775555653,308.5178254527726,14
0.5,1.0,5.0,0.8,additive,True,425.8948465271517,0.14622995775555653,308.5178254527726,14
0.5,1.0,1.0,0.8,additive,True,425.8948465271517,0.14622995775555653,308.5178254527726,14
0.5,1.0,0.01,0.8,additive,True,425.8948465271517,0.14622995775555653,308.5178254527726,14
0.5,1.0,0.01,0.85,additive,True,399.36285129021616,0.14942693884374303,318.5424304184541,14
0.5,1.0,5.0,0.85,additive,True,399.36285129021616,0.14942693884374303,318.5424304184541,14
0.5,1.0,0.1,0.85,additive,True,399.36285129021616,0.14942693884374303,318.5424304184541,14
0.5,1.0,10.0,0.85,additive,True,399.36285129021616,0.14942693884374303,318.5424304184541,14
0.5,1.0,1.0,0.85,additive,True,399.36285129021616,0.14942693884374303,318.5424304184541,14
0.5,10.0,0.01,0.85,additive,True,438.01686071922495,0.1521142674276862,324.60413173001984,14
0.5,10.0,5.0,0.85,additive,True,438.01686071922495,0.1521142674276862,324.60413173001984,14
0.5,10.0,0.1,0.85,additive,True,438.01686071922495,0.1521142674276862,324.60413173001984,14
0.5,10.0,10.0,0.85,additive,True,438.01686071922495,0.1521142674276862,324.60413173001984,14
0.5,10.0,1.0,0.85,additive,True,438.01686071922495,0.1521142674276862,324.60413173001984,14
0.5,10.0,10.0,0.95,additive,True,499.6238729745176,0.18083991323287493,389.32685250963175,14
0.5,10.0,0.01,0.95,additive,True,499.6238729745176,0.18083991323287493,389.32685250963175,14
0.5,10.0,0.1,0.95,additive,True,499.6238729745176,0.18083991323287493,389.32685250963175,14
0.5,10.0,5.0,0.95,additive,True,499.6238729745176,0.18083991323287493,389.32685250963175,14
0.5,10.0,1.0,0.95,additive,True,499.6238729745176,0.18083991323287493,389.32685250963175,14
0.5,0.1,0.01,0.95,additive,True,650.1556534138483,0.18996992420007514,409.0810078524562,14
0.5,0.1,5.0,0.95,additive,True,650.1556534138483,0.18996992420007514,409.0810078524562,14
0.5,0.1,0.1,0.95,additive,True,650.1556534138483,0.18996992420007514,409.0810078524562,14
0.5,0.1,1.0,0.95,additive,True,650.1556534138483,0.18996992420007514,409.0810078524562,14
0.5,0.1,10.0,0.95,additive,True,650.1556534138483,0.18996992420007514,409.0810078524562,14
0.5,5.0,5.0,0.95,additive,True,567.5742479665689,0.1921130628440255,409.5133325288722,14
0.5,5.0,10.0,0.95,additive,True,567.5742479665689,0.1921130628440255,409.5133325288722,14
0.5,5.0,1.0,0.95,additive,True,567.5742479665689,0.1921130628440255,409.5133325288722,14
0.5,5.0,0.01,0.95,additive,True,567.5742479665689,0.1921130628440255,409.5133325288722,14
0.5,5.0,0.1,0.95,additive,True,567.5742479665689,0.1921130628440255,409.5133325288722,14
0.5,5.0,1.0,0.9,additive,True,592.2653926652166,0.200725899699486,425.21296019194705,14
0.5,5.0,5.0,0.9,additive,True,592.2653926652166,0.200725899699486,425.21296019194705,14
0.5,5.0,0.1,0.9,additive,True,592.2653926652166,0.200725899699486,425.21296019194705,14
0.5,5.0,10.0,0.9,additive,True,592.2653926652166,0.200725899699486,425.21296019194705,14
0.5,5.0,0.01,0.9,additive,True,592.2653926652166,0.200725899699486,425.21296019194705,14
0.5,10.0,10.0,0.9,additive,True,645.5108879072776,0.22189241403081705,471.7119812397962,14
0.5,10.0,1.0,0.9,additive,True,645.5108879072776,0.22189241403081705,471.7119812397962,14
0.5,10.0,5.0,0.9,additive,True,645.5108879072776,0.22189241403081705,471.7119812397962,14
0.5,10.0,0.1,0.9,additive,True,645.5108879072776,0.22189241403081705,471.7119812397962,14
0.5,10.0,0.01,0.9,additive,True,645.5108879072776,0.22189241403081705,471.7119812397962,14
