changepoint_prior_scale,seasonality_prior_scale,holidays_prior_scale,changepoint_range,seasonality_mode,yearly_seasonality,rmse,mape,mae,num_cutoffs
0.01,0.01,5.0,0.85,additive,True,274.89282837812823,0.08074546711640718,236.02148091931778,20
0.01,0.01,1.0,0.85,additive,True,274.89282837812823,0.08074546711640718,236.02148091931778,20
0.01,0.01,0.1,0.85,additive,True,274.89282837812823,0.08074546711640718,236.02148091931778,20
0.01,0.01,10.0,0.85,additive,True,274.89282837812823,0.08074546711640718,236.02148091931778,20
0.01,0.01,0.01,0.85,additive,True,274.89282837812823,0.08074546711640718,236.02148091931778,20
0.01,0.01,0.01,0.95,additive,True,275.0284187026427,0.0807646876557986,236.04357943817757,20
0.01,0.01,1.0,0.95,additive,True,275.0284187026427,0.0807646876557986,236.04357943817757,20
0.01,0.01,0.1,0.95,additive,True,275.0284187026427,0.0807646876557986,236.04357943817757,20
0.01,0.01,10.0,0.95,additive,True,275.0284187026427,0.0807646876557986,236.04357943817757,20
0.01,0.01,5.0,0.95,additive,True,275.0284187026427,0.0807646876557986,236.04357943817757,20
0.01,0.01,10.0,0.8,additive,True,275.13626440705093,0.0807932017612673,236.17715011478924,20
0.01,0.01,0.01,0.8,additive,True,275.13626440705093,0.0807932017612673,236.17715011478924,20
0.01,0.01,1.0,0.8,additive,True,275.13626440705093,0.0807932017612673,236.17715011478924,20
0.01,0.01,5.0,0.8,additive,True,275.13626440705093,0.0807932017612673,236.17715011478924,20
0.01,0.01,0.1,0.8,additive,True,275.13626440705093,0.0807932017612673,236.17715011478924,20
0.01,0.01,0.01,0.9,additive,True,275.23216994393965,0.08082708258068137,236.2457507243623,20
0.01,0.01,10.0,0.9,additive,True,275.23216994393965,0.08082708258068137,236.2457507243623,20
0.01,0.01,5.0,0.9,additive,True,275.23216994393965,0.08082708258068137,236.2457507243623,20
0.01,0.01,0.1,0.9,additive,True,275.23216994393965,0.08082708258068137,236.2457507243623,20
0.01,0.01,1.0,0.9,additive,True,275.23216994393965,0.08082708258068137,236.2457507243623,20
0.001,0.01,0.01,0.9,additive,True,275.3626205555707,0.08083221828352333,236.08370654999524,20
0.001,0.01,0.1,0.9,additive,True,275.3626205555707,0.08083221828352333,236.08370654999524,20
0.001,0.01,5.0,0.9,additive,True,275.3626205555707,0.08083221828352333,236.08370654999524,20
0.001,0.01,1.0,0.9,additive,True,275.3626205555707,0.08083221828352333,236.08370654999524,20
0.001,0.01,10.0,0.9,additive,True,275.3626205555707,0.08083221828352333,236.08370654999524,20
0.001,0.01,0.01,0.8,additive,True,275.54069951903574,0.08086310500174736,236.1880728177279,20
0.001,0.01,0.1,0.8,additive,True,275.54069951903574,0.08086310500174736,236.1880728177279,20
0.001,0.01,5.0,0.8,additive,True,275.54069951903574,0.08086310500174736,236.1880728177279,20
0.001,0.01,10.0,0.8,additive,True,275.54069951903574,0.08086310500174736,236.1880728177279,20
0.001,0.01,1.0,0.8,additive,True,275.54069951903574,0.08086310500174736,236.1880728177279,20
0.001,0.01,5.0,0.95,additive,True,275.6800111980211,0.0809187865716717,236.33731458380237,20
0.001,0.01,1.0,0.95,additive,True,275.6800111980211,0.0809187865716717,236.33731458380237,20
0.001,0.01,10.0,0.95,additive,True,275.6800111980211,0.0809187865716717,236.33731458380237,20
0.001,0.01,0.1,0.95,additive,True,275.6800111980211,0.0809187865716717,236.33731458380237,20
0.001,0.01,0.01,0.95,additive,True,275.6800111980211,0.0809187865716717,236.33731458380237,20
0.001,0.01,0.1,0.85,additive,True,275.85257270321495,0.08093456013772153,236.4246048305136,20
0.001,0.01,10.0,0.85,additive,True,275.85257270321495,0.08093456013772153,236.4246048305136,20
0.001,0.01,0.01,0.85,additive,True,275.85257270321495,0.08093456013772153,236.4246048305136,20
0.001,0.01,1.0,0.85,additive,True,275.85257270321495,0.08093456013772153,236.4246048305136,20
0.001,0.01,5.0,0.85,additive,True,275.85257270321495,0.08093456013772153,236.4246048305136,20
0.001,0.1,0.1,0.8,additive,True,277.27722387813867,0.08150132103186243,238.17493488132752,20
0.001,0.1,1.0,0.8,additive,True,277.27722387813867,0.08150132103186243,238.17493488132752,20
0.001,0.1,10.0,0.8,additive,True,277.27722387813867,0.08150132103186243,238.17493488132752,20
0.001,0.1,5.0,0.8,additive,True,277.27722387813867,0.08150132103186243,238.17493488132752,20
0.001,0.1,0.01,0.8,additive,True,277.27722387813867,0.08150132103186243,238.17493488132752,20
0.01,0.1,0.01,0.9,additive,True,276.77521345657215,0.08157968828604342,238.34955261244684,20
0.01,0.1,5.0,0.9,additive,True,276.77521345657215,0.08157968828604342,238.34955261244684,20
0.01,0.1,0.1,0.9,additive,True,276.77521345657215,0.08157968828604342,238.34955261244684,20
0.01,0.1,10.0,0.9,additive,True,276.77521345657215,0.08157968828604342,238.34955261244684,20
0.01,0.1,1.0,0.9,additive,True,276.77521345657215,0.08157968828604342,238.34955261244684,20
0.01,0.1,0.1,0.95,additive,True,276.76643110347095,0.08158101241716202,238.37121288467605,20
0.01,0.1,10.0,0.95,additive,True,276.76643110347095,0.08158101241716202,238.37121288467605,20
0.01,0.1,1.0,0.95,additive,True,276.76643110347095,0.08158101241716202,238.37121288467605,20
