borough,mape,rmse,mae,changepoint_prior_scale,seasonality_prior_scale,holidays_prior_scale,changepoint_range
Brooklyn,0.08074546711640718,274.89282837812823,236.02148091931778,0.01,0.01,5.0,0.85
